Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Metal Category,Carci0gen,Unit of Measure,Total Releases
325199,"N,N-DIMETHYLFORMAMIDE",1,0,0,1,Pounds,228.71
325199,PHE0L,1,0,0,0,Pounds,6
325199,PHOSGENE,1,0,0,0,Pounds,197
325199,TOLUENE,1,0,0,0,Pounds,561
336412,CHROMIUM,1,1,1,1,Pounds,10
336412,LEAD,1,1,1,1,Pounds,127
332313,LEAD,1,1,1,1,Pounds,0
221112,HYDROGEN FLUORIDE,1,0,0,0,Pounds,73033
311513,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
311513,NITRIC ACID,0,0,0,0,Pounds,0
221112,COPPER COMPOUNDS,0,1,1,0,Pounds,8704
332510,CHROMIUM,1,1,1,1,Pounds,5
221112,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.04
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,11580
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,1607.8
221112,MANGANESE COMPOUNDS,1,1,1,0,Pounds,11498
327125,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,124.81
221112,NICKEL,1,1,1,1,Pounds,11000
326199,AMMONIA,0,0,0,0,Pounds,23335
325412,BENZOYL PEROXIDE,0,0,0,0,Pounds,250
325199,MANGANESE COMPOUNDS,1,1,1,0,Pounds,53792
334414,BARIUM COMPOUNDS,0,1,3,0,Pounds,25589.46
334414,LEAD COMPOUNDS,1,1,1,0,Pounds,3817.57
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,20690
326199,PHE0L,1,0,0,0,Pounds,2696
327999,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
325211,PHE0L,1,0,0,0,Pounds,376
327910,MANGANESE COMPOUNDS,1,1,1,0,Pounds,2800
327910,PHE0L,1,0,0,0,Pounds,7197
323122,COPPER COMPOUNDS,0,1,1,0,Pounds,150.62
323122,LEAD COMPOUNDS,1,1,1,0,Pounds,3
335931,COPPER,0,1,1,0,Pounds,103
335931,LEAD,1,1,1,1,Pounds,9
326130,TRADE SECRET CHEMICAL,0,0,0,0,Pounds,250
327310,LEAD COMPOUNDS,1,1,1,0,Pounds,15390.9098
311513,NITRIC ACID,0,0,0,0,Pounds,0
312120,NITRATE COMPOUNDS,0,0,0,0,Pounds,1404829
312120,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,3634
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.2
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,535
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,83.82
424710,BENZENE,1,0,0,1,Pounds,375.11
424710,N-HEXANE,1,0,0,0,Pounds,324.46
424710,NAPHTHALENE,1,0,0,0,Pounds,16.7
424710,TOLUENE,1,0,0,0,Pounds,548.38
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,318.42
332813,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,72
332813,COPPER COMPOUNDS,0,1,1,0,Pounds,204
332813,CYANIDE COMPOUNDS,1,0,0,0,Pounds,10
332813,NICKEL COMPOUNDS,1,1,1,0,Pounds,3113
332813,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
332999,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,105
332999,TRICHLOROETHYLENE,1,0,0,1,Pounds,5824
332116,TETRACHLOROETHYLENE,1,0,0,1,Pounds,7940
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,21.0789
424710,BENZENE,1,0,0,1,Pounds,14.0054
424710,NAPHTHALENE,1,0,0,0,Pounds,1.4
424710,TOLUENE,1,0,0,0,Pounds,30.8713
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,36.5642
325510,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,5
327112,LEAD COMPOUNDS,1,1,1,0,Pounds,4878.7
334413,AMMONIA,0,0,0,0,Pounds,1500
334413,N-METHYL-2-PYRROLIDONE,0,0,0,0,Pounds,900
332211,TRICHLOROETHYLENE,1,0,0,1,Pounds,4754
322222,TOLUENE,1,0,0,0,Pounds,7542
322222,VINYL ACETATE,1,0,0,1,Pounds,295
325188,FORMALDEHYDE,1,0,0,1,Pounds,61
325188,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
325188,SILVER,0,1,1,0,Pounds,38.9
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,176.11
424710,BENZENE,1,0,0,1,Pounds,1410.03
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0.0002
424710,NAPHTHALENE,1,0,0,0,Pounds,33
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.008
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,779.2
322222,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
322222,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,11719
322222,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
336413,LEAD,1,1,1,1,Pounds,163.59
322222,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,4
324199,ANTHRACENE,0,0,0,0,Pounds,5
324199,PHENANTHRENE,1,0,0,0,Pounds,15.7
324199,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,421
324199,TOLUENE,1,0,0,0,Pounds,1734
331314,ALUMINUM (FUME OR DUST),0,1,4,0,Pounds,60167
331314,COPPER,0,1,1,0,Pounds,3008.35
331314,LEAD,1,1,1,1,Pounds,150.76
336112,STYRENE,1,0,0,1,Pounds,9199
311513,CHLORINE,1,0,0,0,Pounds,2887
311513,NITRIC ACID,0,0,0,0,Pounds,4000
325510,METHANOL,1,0,0,0,Pounds,5
325510,METHYL ISOBUTYL KETONE,1,0,0,0,Pounds,5
325510,N-BUTYL ALCOHOL,0,0,0,0,Pounds,5
334513,LEAD COMPOUNDS,1,1,1,0,Pounds,896.3
325320,BIFENTHRIN,0,0,0,0,Pounds,892
325320,CARBOFURAN,0,0,0,0,Pounds,255
332813,NICKEL COMPOUNDS,1,1,1,0,Pounds,2967
332813,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
332813,NITRIC ACID,0,0,0,0,Pounds,0
332813,ZINC COMPOUNDS,0,1,1,0,Pounds,3055
325188,SILVER,0,1,1,0,Pounds,250.829
334418,COPPER,0,1,1,0,Pounds,205.2
334418,LEAD,1,1,1,1,Pounds,23
327910,LEAD,1,1,1,1,Pounds,3
325131,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,1306
331491,NICKEL,1,1,1,1,Pounds,2
325188,NITRIC ACID,0,0,0,0,Pounds,500
325211,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.1
325211,CHLORINE,1,0,0,0,Pounds,6610
325211,CHLOROETHANE,1,0,0,0,Pounds,5
325211,CHLOROMETHANE,1,0,0,0,Pounds,12720
325211,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,15515
325211,COPPER COMPOUNDS,0,1,1,0,Pounds,52980
325211,ETHYLBENZENE,1,0,0,0,Pounds,1040
325211,ETHYLENE,0,0,0,0,Pounds,10
325211,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,20590
325211,LEAD COMPOUNDS,1,1,1,0,Pounds,872.9
325211,METHANOL,1,0,0,0,Pounds,7015
325211,N-BUTYL ALCOHOL,0,0,0,0,Pounds,250
325211,NAPHTHALENE,1,0,0,0,Pounds,10
325211,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,14.5
325211,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,750
325211,TOLUENE,1,0,0,0,Pounds,13670
322130,LEAD,1,1,1,1,Pounds,476.02
322130,POTASSIUM DIMETHYLDITHIOCARBAMATE,0,0,0,0,Pounds,0
332813,NITRIC ACID,0,0,0,0,Pounds,300
331491,NITRIC ACID,0,0,0,0,Pounds,3
331491,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,3
336399,LEAD,1,1,1,1,Pounds,0.558
333912,CHROMIUM,1,1,1,1,Pounds,15
333912,METHANOL,1,0,0,0,Pounds,250
335931,LEAD COMPOUNDS,1,1,1,0,Pounds,0
335931,LEAD COMPOUNDS,1,1,1,0,Pounds,0
339991,TOLUENE DIISOCYANATE (MIXED ISOMERS),0,0,0,1,Pounds,5
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
332117,CHROMIUM,1,1,1,1,Pounds,5
332117,COBALT,1,1,1,1,Pounds,5
332117,NICKEL,1,1,1,1,Pounds,5
336412,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,198.17
336412,COBALT COMPOUNDS,1,1,1,1,Pounds,83.72
336412,NICKEL COMPOUNDS,1,1,1,0,Pounds,589.44
336412,NITRIC ACID,0,0,0,0,Pounds,179
311513,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
311513,NITRIC ACID,0,0,0,0,Pounds,0
311513,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
334510,DI(2-ETHYLHEXYL) PHTHALATE,1,0,0,1,Pounds,250
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.288958
332313,MANGANESE,1,1,1,0,Pounds,17
325998,LEAD COMPOUNDS,1,1,1,0,Pounds,116.1
331524,DIISOCYANATES,1,0,0,0,Pounds,0
339991,ZINC COMPOUNDS,0,1,1,0,Pounds,5549.6
928110,LEAD COMPOUNDS,1,1,1,0,Pounds,0
928110,LEAD,1,1,1,1,Pounds,8910.6
332117,ALUMINUM (FUME OR DUST),0,1,4,0,Pounds,9274
922140,LEAD,1,1,1,1,Pounds,2179
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.752
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
324121,LEAD,1,1,1,1,Pounds,0
324121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.1
325188,LEAD COMPOUNDS,1,1,1,0,Pounds,1085.6
337215,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,15257.3
336510,COPPER,0,1,1,0,Pounds,19
336510,LEAD,1,1,1,1,Pounds,3.8
221112,LEAD COMPOUNDS,1,1,1,0,Pounds,1036.9
221112,MANGANESE COMPOUNDS,1,1,1,0,Pounds,4428
325992,BARIUM COMPOUNDS,0,1,3,0,Pounds,59077
325992,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,7.599166
334511,LEAD COMPOUNDS,1,1,1,0,Pounds,9.55467
331492,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,1,0,Pounds,5
325992,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,2.87001
325992,SILVER COMPOUNDS,0,1,1,0,Pounds,3880
333315,MANGANESE COMPOUNDS,1,1,1,0,Pounds,918
331312,CHLORINE,1,0,0,0,Pounds,6630
327112,LEAD COMPOUNDS,1,1,1,0,Pounds,6094
335912,MANGANESE COMPOUNDS,1,1,1,0,Pounds,260950
332211,LEAD,1,1,1,1,Pounds,141.3
326299,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.034
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,2.03853
327213,LEAD COMPOUNDS,1,1,1,0,Pounds,717
325620,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
325188,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,32
332117,NICKEL,1,1,1,1,Pounds,0
325193,N-HEXANE,1,0,0,0,Pounds,2710.64
311511,NITRIC ACID,0,0,0,0,Pounds,1.4
324191,ZINC COMPOUNDS,0,1,1,0,Pounds,16
323110,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,11800
323110,ETHYLENE GLYCOL,1,0,0,0,Pounds,3100
325520,DICHLOROMETHANE,1,0,0,1,Pounds,5847
331491,COBALT,1,1,1,1,Pounds,229.2
331491,HYDROGEN FLUORIDE,1,0,0,0,Pounds,28
331491,NICKEL,1,1,1,1,Pounds,1977.12
331492,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
331492,NITRIC ACID,0,0,0,0,Pounds,10.5
311411,AMMONIA,0,0,0,0,Pounds,3407
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,0,Grams,0.15
334412,LEAD,1,1,1,1,Pounds,59.31
325520,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,6.4
323110,NITRIC ACID,0,0,0,0,Pounds,3718
325611,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
325611,NITRIC ACID,0,0,0,0,Pounds,0
325611,SODIUM DIMETHYLDITHIOCARBAMATE,0,0,0,0,Pounds,0
325611,SODIUM NITRITE,0,1,2,0,Pounds,0
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0.05
424710,LEAD,1,1,1,1,Pounds,0.19
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,202
424710,ETHYLBENZENE,1,0,0,0,Pounds,256
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,2.34
325412,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
325412,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
339114,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
325612,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
325612,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,242
424710,LEAD,1,1,1,1,Pounds,0.58
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,2.05
326150,"4,4'-METHYLENEBIS(2-CHLOROANILINE)",1,0,0,1,Pounds,2.59
332994,LEAD COMPOUNDS,1,1,1,0,Pounds,2703.1
321114,COPPER COMPOUNDS,0,1,1,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,1027
424710,ETHYLBENZENE,1,0,0,0,Pounds,123
424710,BENZENE,1,0,0,1,Pounds,0
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
562211,MERCURY,1,1,1,0,Pounds,586.5
562211,POLYCHLORINATED BIPHENYLS,1,0,0,1,Pounds,143000.1
322121,COPPER COMPOUNDS,0,1,1,0,Pounds,0
424690,ACETONITRILE,1,0,0,0,Pounds,0
424690,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
424690,CUMENE,1,0,0,0,Pounds,0
424690,DIBUTYL PHTHALATE,1,0,0,0,Pounds,0
326199,LEAD,1,1,1,1,Pounds,21717
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
325414,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,1,0,Pounds,0
325188,ETHYLENE GLYCOL,1,0,0,0,Pounds,1
424690,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
424690,METHANOL,1,0,0,0,Pounds,0
424690,NITRIC ACID,0,0,0,0,Pounds,0
324121,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.1042
928110,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
928110,LEAD COMPOUNDS,1,1,1,0,Pounds,532.6
331312,"BENZO(G,H,I)PERYLENE",1,0,0,1,Pounds,487.16
331312,CARBONYL SULFIDE,1,0,0,0,Pounds,97000
316110,FORMIC ACID,0,0,0,0,Pounds,0
221112,BIPHENYL,1,0,0,0,Pounds,16395
424710,TOLUENE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0.1241
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,TOLUENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,11.94
424710,N-HEXANE,1,0,0,0,Pounds,1475.41
424710,BENZENE,1,0,0,1,Pounds,135.08
334413,NITRIC ACID,0,0,0,0,Pounds,250
424710,N-HEXANE,1,0,0,0,Pounds,392
424710,N-HEXANE,1,0,0,0,Pounds,255
334414,LEAD COMPOUNDS,1,1,1,0,Pounds,470.2008
311119,MANGANESE COMPOUNDS,1,1,1,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,LEAD COMPOUNDS,1,1,1,0,Pounds,0.8
332813,NITRIC ACID,0,0,0,0,Pounds,0
325188,AMMONIA,0,0,0,0,Pounds,3418.2
336312,LEAD,1,1,1,1,Pounds,21
424710,BENZENE,1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,BENZENE,1,0,0,1,Pounds,0
424710,CUMENE,1,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,0
327215,MERCURY,1,1,1,0,Pounds,0.688
325611,METHANOL,1,0,0,0,Pounds,500
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,24
221112,NAPHTHALENE,1,0,0,0,Pounds,28.84
311421,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
332312,MANGANESE,1,1,1,0,Pounds,0
321114,COPPER COMPOUNDS,0,1,1,0,Pounds,0
327212,LEAD COMPOUNDS,1,1,1,0,Pounds,55
321991,DIISOCYANATES,1,0,0,0,Pounds,0
325991,DIISOCYANATES,1,0,0,0,Pounds,0
325991,TETRABROMOBISPHE0L A,0,0,0,1,Pounds,734
325188,PERACETIC ACID,0,0,0,0,Pounds,1700
322222,ETHYLBENZENE,1,0,0,0,Pounds,2147
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,N-HEXANE,1,0,0,0,Pounds,0
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,0,Pounds,0
424690,AMMONIA,0,0,0,0,Pounds,0
326150,MIXTURE,0,0,0,0,Pounds,10
424690,TRICHLOROETHYLENE,1,0,0,1,Pounds,0
331522,ANTIMONY,1,1,1,0,Pounds,0
325211,ALLYL CHLORIDE,1,0,0,0,Pounds,19
325211,ETHYLBENZENE,1,0,0,0,Pounds,20
325211,O-XYLENE,1,0,0,0,Pounds,500
334412,LEAD COMPOUNDS,1,1,1,0,Pounds,52.011
334412,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,41.05
334513,LEAD,1,1,1,1,Pounds,0
212399,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",1,0,0,0,Pounds,148010
326199,LEAD,1,1,1,1,Pounds,7.97318
332431,FORMALDEHYDE,1,0,0,1,Pounds,1701
332431,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,26000
332431,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,0
325211,CARBON DISULFIDE,1,0,0,0,Pounds,379448
221112,MERCURY COMPOUNDS,1,1,1,0,Pounds,46.1
333132,NICKEL,1,1,1,1,Pounds,4
332811,METHANOL,1,0,0,0,Pounds,0
321114,COPPER COMPOUNDS,0,1,1,0,Pounds,0
316110,AMMONIA,0,0,0,0,Pounds,250
336350,METHANOL,1,0,0,0,Pounds,1505
325510,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,353
424690,HYDROGEN FLUORIDE,1,0,0,0,Pounds,0
424690,LITHIUM CARBONATE,0,1,2,0,Pounds,0
331422,COPPER,0,1,1,0,Pounds,0
325181,ASBESTOS (FRIABLE),1,1,2,1,Pounds,0
325181,CHLORINE,1,0,0,0,Pounds,1015
325181,HEXACHLOROBENZENE,1,0,0,1,Pounds,0.5
325510,CERTAIN GLYCOL ETHERS,1,0,0,0,Pounds,148
339999,METHANOL,1,0,0,0,Pounds,357
333613,AMMONIA,0,0,0,0,Pounds,39005
221112,BARIUM COMPOUNDS,0,1,3,0,Pounds,17069
221112,MANGANESE COMPOUNDS,1,1,1,0,Pounds,39269.86
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",0,0,0,0,Pounds,46589
424710,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,124.21
334418,LEAD COMPOUNDS,1,1,1,0,Pounds,4
322130,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,1.92
332992,LEAD,1,1,1,1,Pounds,9087
332992,MANGANESE,1,1,1,0,Pounds,959
326150,LEAD,1,1,1,1,Pounds,1
326150,TOLUENE,1,0,0,0,Pounds,2548.9
311514,TOLUENE,1,0,0,0,Pounds,43001
339914,NITRIC ACID,0,0,0,0,Pounds,0
333911,MANGANESE,1,1,1,0,Pounds,1366
333911,PHE0L,1,0,0,0,Pounds,19
424710,ETHYLBENZENE,1,0,0,0,Pounds,31.41
424710,XYLENE (MIXED ISOMERS),1,0,0,0,Pounds,155.7
335999,BENZOYL PEROXIDE,0,0,0,0,Pounds,0
335999,BUTYL ACRYLATE,0,0,0,0,Pounds,0
335999,CUMENE,1,0,0,0,Pounds,0
335999,DIMETHYL PHTHALATE,1,0,0,0,Pounds,0
335999,TOLUENE,1,0,0,0,Pounds,0
221112,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,56
221112,"1,2,4-TRIMETHYLBENZENE",0,0,0,0,Pounds,19
332813,COPPER COMPOUNDS,0,1,1,0,Pounds,1152.22
336413,COPPER,0,1,1,0,Pounds,0
331312,BERYLLIUM,1,1,1,1,Pounds,0
331312,MANGANESE,1,1,1,0,Pounds,0
331312,NICKEL,1,1,1,1,Pounds,0
332322,CHROMIUM,1,1,1,1,Pounds,505
326150,DIISOCYANATES,1,0,0,0,Pounds,2
424690,CHLORINE,1,0,0,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,0,Pounds,0
424690,HYDROGEN FLUORIDE,1,0,0,0,Pounds,0
424690,METHANOL,1,0,0,0,Pounds,0
424690,TRICHLOROETHYLENE,1,0,0,1,Pounds,0
324191,BARIUM COMPOUNDS,0,1,3,0,Pounds,0
339112,COPPER,0,1,1,0,Pounds,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,0,1,Pounds,0
325188,BARIUM COMPOUNDS,0,1,3,0,Pounds,8628
221112,NAPHTHALENE,1,0,0,0,Pounds,0
333319,NITRATE COMPOUNDS,0,0,0,0,Pounds,0
333999,TERT-BUTYL ALCOHOL,0,0,0,0,Pounds,75630.99
