Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,5.2 Stack Air,On-site Release Total,Off-Site Release Total,Total Releases
331312,COPPER,NO,YES,NO,Pounds,54,98,311,409
331312,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,1.45835,1.45835,0,1.45835
331312,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,29742,31229,0,31229
331312,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,8419,99488,0,99488
331312,MANGANESE,YES,YES,NO,Pounds,17,19,152,171
331312,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,860,980,0,980
334413,AMMONIA,NO,NO,NO,Pounds,2200,2308,0,2308
334413,COPPER COMPOUNDS,NO,YES,NO,Pounds,8,555,6534,7089
334413,ETHYLENE GLYCOL,YES,NO,NO,Pounds,600,600,0,600
334413,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,4300,4300,0,4300
334413,LEAD,YES,YES,YES,Pounds,10,45.1,3461.7,3506.8
334413,METHANOL,YES,NO,NO,Pounds,2500,2600,1,2601
334413,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,300,400,14,414
334413,NITRIC ACID,NO,NO,NO,Pounds,1000,1000,0,1000
334413,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,3500,3500,0,3500
334413,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,500,600,0,600
332999,CHROMIUM,YES,YES,YES,Pounds,0,0.3,10.58,11.61
332999,NICKEL,YES,YES,YES,Pounds,0,0.07,11.83,13
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.8,0.8,0,0.8
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,85,372,0,372
424710,ETHYLBENZENE,YES,NO,NO,Pounds,96,688,0,688
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,2,21,0,21
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1.35,1.68,0.11,1.79
424710,TOLUENE,YES,NO,NO,Pounds,1016,1523,0,1523
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,80,350,0,350
335932,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,6,6
335932,STYRENE,YES,NO,YES,Pounds,0,1400,0,1400
326113,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,2503,4009,0,4009
326113,METHYL METHACRYLATE,YES,NO,NO,Pounds,214627,214627,0,214627
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.13,0.16,0.12,0.28
424710,ETHYLBENZENE,YES,NO,NO,Pounds,58,241,0,241
424710,N-HEXANE,YES,NO,NO,Pounds,686,814,0,814
424710,NAPHTHALENE,YES,NO,NO,Pounds,5,24,0,24
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.94,1.11,11.39,12.5
424710,TOLUENE,YES,NO,NO,Pounds,561,942,0,942
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,257,1155,0,1155
326191,METHYL METHACRYLATE,YES,NO,NO,Pounds,0,147,0,147
326191,STYRENE,YES,NO,YES,Pounds,0,838,0,838
327992,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0.01,0.2,0,0.2
327992,"1,2-DICHLOROPROPANE",YES,NO,NO,Pounds,1.97,29.2,0,29.2
327992,2-ETHOXYETHANOL,NO,NO,NO,Pounds,0.26,3.86,0,3.86
327992,2-METHOXYETHANOL,NO,NO,NO,Pounds,0.26,3.86,0,3.86
327992,ACETOPHENONE,YES,NO,NO,Pounds,1.18,17.5,0,17.5
327992,ANILINE,YES,NO,NO,Pounds,0.29,4.34,0,4.34
327992,BENZENE,YES,NO,YES,Pounds,1.63,24.09,0,24.09
326113,ZINC COMPOUNDS,NO,YES,NO,Pounds,47,186,1006,1192
325132,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,0,0,0,1
325132,P-PHENYLENEDIAMINE,YES,NO,NO,Pounds,0,0,0,0
333611,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.001,0.115,0,0.115
323122,COPPER COMPOUNDS,NO,YES,NO,Pounds,28,30,216,246.16
334419,LEAD,YES,YES,YES,Pounds,0,0,0,0
327992,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0.51,7.56,0,7.56
327992,CHLOROBENZENE,YES,NO,NO,Pounds,0.86,12.75,0,12.75
327992,CHLOROFORM,YES,NO,YES,Pounds,0.03,0.48,0,0.48
327992,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,0,0.8727,0,0.8727
327992,CRESOL (MIXED ISOMERS),YES,NO,NO,Pounds,0.25,3.76,0,3.76
327992,CYCLOHEXANE,NO,NO,NO,Pounds,0.74,10.95,0,10.95
327992,DIBUTYL PHTHALATE,YES,NO,NO,Pounds,1.23,18.21,0,18.21
327992,DIMETHYL SULFATE,YES,NO,YES,Pounds,0.04,0.56,0,0.56
327992,ETHYLBENZENE,YES,NO,NO,Pounds,4.58,67.8,0,67.8
327992,ETHYLENE,NO,NO,NO,Pounds,0.91,13.46,0,13.46
327992,FORMALDEHYDE,YES,NO,YES,Pounds,4.16,61.67,0,61.67
327992,FORMIC ACID,NO,NO,NO,Pounds,0.12,1.75,0,1.75
334513,LEAD,YES,YES,YES,Pounds,0.1,0.2,0,0.2
336399,DIISOCYANATES,YES,NO,NO,Pounds,0,0.02,0,0.02
336399,LEAD,YES,YES,YES,Pounds,72,76.1,37.27,113.37
322121,FORMALDEHYDE,YES,NO,YES,Pounds,767,785,0,785
322121,METHANOL,YES,NO,NO,Pounds,14830,15828,0,15828
322121,PHENOL,YES,NO,NO,Pounds,987,1049,0,1049
334413,LEAD,YES,YES,YES,Pounds,0,0,0.5,0.5
424710,BENZENE,YES,NO,YES,Pounds,399,444,0,444
424710,CYCLOHEXANE,NO,NO,NO,Pounds,749,832,0,832
424710,ETHYLBENZENE,YES,NO,NO,Pounds,416,464,0,464
424710,N-HEXANE,YES,NO,NO,Pounds,417,463,0,463
424710,POLYCHLORINATED BIPHENYLS,YES,NO,YES,Pounds,0,0,0,0
331422,ANTIMONY COMPOUNDS,YES,YES,NO,Pounds,0,0,561,561
331422,LEAD,YES,YES,YES,Pounds,0,0,0,0
327992,METHYL METHACRYLATE,YES,NO,NO,Pounds,0.86,12.67,0,12.67
327992,METHYL TERT-BUTYL ETHER,YES,NO,NO,Pounds,1.22,18.02,0,18.02
327992,"N,N-DIMETHYLFORMAMIDE",YES,NO,YES,Pounds,1.33,19.77,0,19.77
327992,N-BUTYL ALCOHOL,NO,NO,NO,Pounds,16,237.07,0,237.07
327992,N-METHYL-2-PYRROLIDONE,NO,NO,NO,Pounds,0.07,1.02,0,1.02
327992,NITROBENZENE,YES,NO,NO,Pounds,0.74,10.95,0,10.95
327992,O-TOLUIDINE,YES,NO,YES,Pounds,0.38,5.66,0,5.66
327992,P-CRESOL,YES,NO,NO,Pounds,0.82,12.17,0,12.17
327992,PYRIDINE,NO,NO,NO,Pounds,10.1,149.68,0,149.68
327992,STYRENE,YES,NO,YES,Pounds,0.74,10.96,0,10.96
327992,TRICHLOROETHYLENE,YES,NO,YES,Pounds,0.18,2.66,0,2.66
327992,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,4.38,64.88,0,64.88
424710,BENZENE,YES,NO,YES,Pounds,624,628.73,0,628.73
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.5,0.5,0,0.5
424710,TOLUENE,YES,NO,NO,Pounds,894,952.21,0,952.21
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,456.77,532.34,0,532.34
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,12.75,12.75,0,12.75
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0.013,0,0.013
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,2085,2324,0,2324
325199,ANILINE,YES,NO,NO,Pounds,2156,4890,0,4890
325199,DIPHENYLAMINE,NO,NO,NO,Pounds,373,1706,0,1706
325199,HYDROQUINONE,YES,NO,NO,Pounds,15,15,0,15
325199,O-XYLENE,YES,NO,NO,Pounds,5664,10988,0,10988
327215,LEAD,YES,YES,YES,Pounds,35.88,35.92,247.38,283.3
327215,MERCURY,YES,YES,NO,Pounds,0.56,0.618,0,0.688
336510,CHROMIUM,YES,YES,YES,Pounds,0,0,28.4,28.4
541712,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.00169,0.00169,0,0.00169
541712,LEAD,YES,YES,YES,Pounds,0.956,6.756,305594,305606.056
541712,POLYCHLORINATED BIPHENYLS,YES,NO,YES,Pounds,0,0,30,30
541712,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.023,0.023,0,0.023
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,5,10,0,10
336211,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,0,0,0
311513,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,302,721.24,133.22,854.46
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.0542,0.0583,0,0.0583
325199,CHLORINE,YES,NO,NO,Pounds,1002,1017,0,1017
325199,NITRIC ACID,NO,NO,NO,Pounds,0.02,0.02,0,0.02
332813,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
332813,NITRIC ACID,NO,NO,NO,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,10.01,0,10.01
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
424710,N-HEXANE,YES,NO,NO,Pounds,91,96.01,0,96.01
424710,NAPHTHALENE,YES,NO,NO,Pounds,1,2.01,0,2.01
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
325199,ZINC COMPOUNDS,NO,YES,NO,Pounds,449,451,296055,296649
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
327993,AMMONIA,NO,NO,NO,Pounds,95596,101056,37,101093
334419,LEAD,YES,YES,YES,Pounds,0,0.078,0,0.078
333911,COPPER,NO,YES,NO,Pounds,283,1461,28007,29468
333911,MANGANESE,YES,YES,NO,Pounds,4,22,440,462
333911,TOLUENE,YES,NO,NO,Pounds,5900,6209,0,6209
336399,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,16826,16826,0,16826
336399,CHROMIUM,YES,YES,YES,Pounds,0,10.78,53.54,65.217
336399,DIISOCYANATES,YES,NO,NO,Pounds,0,1.5,1.5,3
336399,MANGANESE,YES,YES,NO,Pounds,0,26.93,23.96,50.986
311411,PERACETIC ACID,NO,NO,NO,Pounds,0,5,0,5
325188,NITRIC ACID,NO,NO,NO,Pounds,250,500,0,500
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,13.41,13.41
424710,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.5,0.5,0.14,0.64
424710,N-HEXANE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,74,565,0,565
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.26,0.26,1245.99,1246.25
334310,LEAD,YES,YES,YES,Pounds,0.11,0.11,0,0.11
424710,NAPHTHALENE,YES,NO,NO,Pounds,0.15,0.52,0,0.52
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,371,608.02,0,608.02
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,144,216.28,0,216.28
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,27,48,0,48
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,CYCLOHEXANE,NO,NO,NO,Pounds,271,276,0,276
424710,N-HEXANE,YES,NO,NO,Pounds,420,425,0,425
424710,NAPHTHALENE,YES,NO,NO,Pounds,3,5,0,5
424710,TOLUENE,YES,NO,NO,Pounds,192,204,0,204
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.014221,0.234496,0,0.234496
221112,ETHYLENE GLYCOL,YES,NO,NO,Pounds,32.6,717.4,0,717.4
331314,ALUMINUM (FUME OR DUST),NO,YES,NO,Pounds,100819,101837,0,101837
331314,COPPER,NO,YES,NO,Pounds,5041,5098.15,0,5098.15
331314,LEAD,YES,YES,YES,Pounds,252,257.13,0,257.23
327310,LEAD COMPOUNDS,YES,YES,NO,Pounds,0.6,8.2,0,8.2
327310,MERCURY COMPOUNDS,YES,YES,NO,Pounds,0.004,0.026,0,0.026
327310,LEAD COMPOUNDS,YES,YES,NO,Pounds,7.74,8.77,0,8.77
327310,MERCURY COMPOUNDS,YES,YES,NO,Pounds,48.13,48.142,0,48.142
335912,LEAD,YES,YES,YES,Pounds,0,0,0,0
333912,NICKEL,YES,YES,YES,Pounds,0,0,250,251
221112,AMMONIA,NO,NO,NO,Pounds,2225.24,2225.24,0,2225.24
221112,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.07,0.07044,0.502,0.57244
325199,CHLORINE,YES,NO,NO,Pounds,40,146.19,0,146.19
322121,CHLORINE,YES,NO,NO,Pounds,1295,1295,0,1295
322121,CHLORINE DIOXIDE,NO,NO,NO,Pounds,647,647,0,647
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,1.0322,1.5158,0,1.5158
322121,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,23496,0,23496
322121,PHENOL,YES,NO,NO,Pounds,8658,8684,0,8684
322121,ZINC COMPOUNDS,NO,YES,NO,Pounds,3502,26477,0,26477
325188,BARIUM COMPOUNDS,NO,YES,NO,Pounds,0,30,6850,6880
333612,COPPER,NO,YES,NO,Pounds,250,260,5,265
333612,LEAD,YES,YES,YES,Pounds,0.5,0.6,0.05,0.65
334411,CHROMIUM,YES,YES,YES,Pounds,5,14,0,40
334411,COPPER,NO,YES,NO,Pounds,5,25,0,72
221112,LEAD,YES,YES,YES,Pounds,32.49,32.579,508.938347,541.517347
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,23.19,23.2312,46.713,69.9442
334411,NITRIC ACID,NO,NO,NO,Pounds,250,255,0,255
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,16586.83,16591.83,6.4,16598.23
325199,METHANOL,YES,NO,NO,Pounds,28,33,0,33
325199,"N,N-DIMETHYLFORMAMIDE",YES,NO,YES,Pounds,222.03,227.03,0,227.03
325199,PHENOL,YES,NO,NO,Pounds,1,6,0,6
325199,PROPARGYL ALCOHOL,NO,NO,NO,Pounds,50,55,0,55
325199,SEC-BUTYL ALCOHOL,NO,NO,NO,Pounds,2,7,0,7
325199,TOLUENE,YES,NO,NO,Pounds,570,575,0,575
325199,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,79,84,0,84
324191,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,0,51660,51660
324191,TETRACHLOROETHYLENE,YES,NO,YES,Pounds,1915,1920,19155,21075
331312,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,8.3,0,8.3
331312,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,68,0,68
325188,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,28,28
325188,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,75,0,75
332999,LEAD,YES,YES,YES,Pounds,10,18,1327,1345
336350,COPPER,NO,YES,NO,Pounds,0,0,5,5
336350,NICKEL,YES,YES,YES,Pounds,0,0,5,5
331511,ARSENIC COMPOUNDS,YES,YES,NO,Pounds,0.47,0.72,14.031,15.251
331511,COBALT COMPOUNDS,YES,YES,YES,Pounds,159,206.2,39674,39885.2
331511,COPPER COMPOUNDS,NO,YES,NO,Pounds,7,71,63479,63565
331511,LEAD COMPOUNDS,YES,YES,NO,Pounds,9.82,27.47,2636.7,2667.17
331511,NICKEL COMPOUNDS,YES,YES,NO,Pounds,49,84.3,39674,39760.3
221112,AMMONIA,NO,NO,NO,Pounds,6443,6448,0,6448
325188,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,20,23,0,23
325188,LEAD,YES,YES,YES,Pounds,0,0,8.052,8.052
334111,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,1570,1820,0,1820
334111,NITRIC ACID,NO,NO,NO,Pounds,580,830,0,830
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,0,0,0,0
424710,CUMENE,YES,NO,NO,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,0,0,0,0
424710,NAPHTHALENE,YES,NO,NO,Pounds,0,0,0,0
334111,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,1.051,1.051,0,1.051
334111,THIOUREA,NO,NO,YES,Pounds,250,255,0,255
331492,ANTIMONY COMPOUNDS,YES,YES,NO,Pounds,21,21,131002,131035.9
331492,ARSENIC COMPOUNDS,YES,YES,NO,Pounds,44,44,34725,34775.5
331492,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.1,0.1,0,0.1
331492,LEAD COMPOUNDS,YES,YES,NO,Pounds,542,542,915033,915585.2
325131,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,16,16,0,16
325131,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,2488,2521,0,2521
325131,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
325131,NITRIC ACID,NO,NO,NO,Pounds,903,908,0,908
331315,ALUMINUM (FUME OR DUST),NO,YES,NO,Pounds,654,1074,144227,145301
325199,AMMONIA,NO,NO,NO,Pounds,0,26,0,26
325199,BENZOYL CHLORIDE,NO,NO,NO,Pounds,13,118,0,118
325199,ETHYLBENZENE,YES,NO,NO,Pounds,18,36,0,36
325199,MALEIC ANHYDRIDE,YES,NO,NO,Pounds,14,14,0,14
325199,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,51,121,172
325998,CHLORINE,YES,NO,NO,Pounds,0,1.15,0,1.15
325998,METHANOL,YES,NO,NO,Pounds,0,2.36,0,2.36
331315,COPPER,NO,YES,NO,Pounds,47,72,621,769
331315,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,2.1192222,2.1192222,0.00779,2.1270122
331315,LEAD,YES,YES,YES,Pounds,11.2,14.5,42,56.5
331315,MANGANESE,YES,YES,NO,Pounds,63,63,2171,2706
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,3100,3600,10,3610
424710,ETHYLBENZENE,YES,NO,NO,Pounds,250,1005,0,1005
424710,NAPHTHALENE,YES,NO,NO,Pounds,250,750,10,760
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.1,0.7,2.9,3.6
331491,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,40.7,40.7,0,40.7
331491,LEAD,YES,YES,YES,Pounds,0,0,0,0
331491,NICKEL,YES,YES,YES,Pounds,429.5,436.74,279.29,717.9
325188,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,0,0,0
221112,COBALT COMPOUNDS,YES,YES,YES,Pounds,1,1.5,5123,5124.5
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.0098,0.0098,0,0.0098
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,9552,9552,0,9552
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,5,5.1,1787,1792.1
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,13,15,0,15
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,15,26,0,26
424710,N-HEXANE,YES,NO,NO,Pounds,106,255,0,255
424710,NAPHTHALENE,YES,NO,NO,Pounds,3,5,0,5
424710,TOLUENE,YES,NO,NO,Pounds,125,242,0,242
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,66,109,0,109
221112,MERCURY,YES,YES,NO,Pounds,0,0,4,4
221112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.2,0.2,0.26,0.46
221112,"SULFURIC ACID (1994 AND AFTER ""ACID AEROSOLS"" ONLY)",NO,NO,NO,Pounds,1424,1424,0,1424
221112,VANADIUM COMPOUNDS,NO,YES,NO,Pounds,203,203,1827,2030.2
324121,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0.022291,0.026651,0,0.026651
324121,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.665963,4.241735,0,4.241735
325611,ETHYLENE GLYCOL,YES,NO,NO,Pounds,0,0,0,0
325611,TETRACHLOROETHYLENE,YES,NO,YES,Pounds,0,0,0,0
332321,COPPER,NO,YES,NO,Pounds,0,5,250,255
334111,LEAD,YES,YES,YES,Pounds,3.3,3.3,28.4,31.7
331421,COPPER COMPOUNDS,NO,YES,NO,Pounds,4217,5607,1248,6855
331421,ZINC COMPOUNDS,NO,YES,NO,Pounds,3554,4021,627,4648
424710,BENZENE,YES,NO,YES,Pounds,238,363,0,363
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,52,83,0,83
424710,NAPHTHALENE,YES,NO,NO,Pounds,10,16,0,16
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
424710,TOLUENE,YES,NO,NO,Pounds,427,770,0,770
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,235,360,0,360
325131,TOLUENE,YES,NO,NO,Pounds,0,30,0,30
334418,LEAD COMPOUNDS,YES,YES,NO,Pounds,2.6,2.6,0,2.6
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,164.51,193.39,0,193.39
424710,BENZENE,YES,NO,YES,Pounds,216.19,268.01,0,268.01
424710,TOLUENE,YES,NO,NO,Pounds,312.27,387.3,0,387.3
424710,XYLENE (MIXED ISOMERS),YES,NO,NO,Pounds,126.66,155.69,0,155.69
335931,ANTIMONY COMPOUNDS,YES,YES,NO,Pounds,250,255,7159,7419
335931,NICKEL,YES,YES,YES,Pounds,19,24,1219,1248
335931,ZINC COMPOUNDS,NO,YES,NO,Pounds,561,1010,280036,281051
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.362102,0.362102,0,0.362102
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,4,611,0,611
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,11,24426,0,24426
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,1,28.5,0,28.5
424710,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
424710,ETHYLBENZENE,YES,NO,NO,Pounds,35,52.02,0,52.02
424710,N-HEXANE,YES,NO,NO,Pounds,168.4,366.06,0,366.06
336312,LEAD,YES,YES,YES,Pounds,0,2,0,6
331111,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,NO,Pounds,960,1250,0,1250
331111,LEAD COMPOUNDS,YES,YES,NO,Pounds,114,158.6,10.2,168.8
339912,AMMONIA,NO,NO,NO,Pounds,0,7.4,0,7.4
339912,CHROMIUM,YES,YES,YES,Pounds,0,0,1220,1220
326199,LEAD,YES,YES,YES,Pounds,0,4.07,0,4.07
334412,LEAD COMPOUNDS,YES,YES,NO,Pounds,0,0,0,0
221112,BARIUM COMPOUNDS,NO,YES,NO,Pounds,139,76605.91,0,76605.91
221112,COPPER COMPOUNDS,NO,YES,NO,Pounds,32,6799.78,0,6799.78
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,2.60255,2.60255,0,2.60255
221112,HYDROGEN FLUORIDE,YES,NO,NO,Pounds,12637,12637,0,12637
221112,LEAD COMPOUNDS,YES,YES,NO,Pounds,253,4941.78,0,4941.78
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,37,41706.61,0,41706.61
221112,MERCURY COMPOUNDS,YES,YES,NO,Pounds,16.262,285.272,0,285.272
221112,VANADIUM COMPOUNDS,NO,YES,NO,Pounds,31,220360.92,0,220360.92
221112,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,14070.31,0,14070.31
326130,METHYL METHACRYLATE,YES,NO,NO,Pounds,6762,6762,0,6762
339991,"BENZO(G,H,I)PERYLENE",YES,NO,YES,Pounds,0,0,0,0
334412,NITRIC ACID,NO,NO,NO,Pounds,400,400,0,400
334418,LEAD,YES,YES,YES,Pounds,0,0,0,0
562112,ETHYLENE GLYCOL,YES,NO,NO,Pounds,5.19,38.3,0,38.3
562112,LEAD,YES,YES,YES,Pounds,0,0,0,0
424710,"1,2,4-TRIMETHYLBENZENE",NO,NO,NO,Pounds,229,229,0,229
424710,LEAD,YES,YES,YES,Pounds,0,0,0.13,0.13
424710,N-HEXANE,YES,NO,NO,Pounds,1,1,0,1
424710,NAPHTHALENE,YES,NO,NO,Pounds,11,11,0,11
424710,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0.23,0.23,0.78,1.01
327213,LEAD COMPOUNDS,YES,YES,NO,Pounds,256.2,256.3,236.7,493
333298,CHROMIUM,YES,YES,YES,Pounds,0,67,0,67
327999,NITRIC ACID,NO,NO,NO,Pounds,9500,10690,3400,14090
327999,NITRATE COMPOUNDS,NO,NO,NO,Pounds,0,0,0,0
562112,POLYCYCLIC AROMATIC COMPOUNDS,YES,NO,YES,Pounds,0,0,0,0
562112,ZINC COMPOUNDS,NO,YES,NO,Pounds,0,0,0,0
221112,AMMONIA,NO,NO,NO,Pounds,1748,4997,0,4997
221112,BARIUM COMPOUNDS,NO,YES,NO,Pounds,22,51050,0,51050
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,Grams,0.2476,0.2476,0,0.2476
221112,"HYDROCHLORIC ACID (1995 AND AFTER ""ACID AEROSOLS"" ONLY)",YES,NO,NO,Pounds,7678,7678,0,7678
221112,MANGANESE COMPOUNDS,YES,YES,NO,Pounds,35,19883,0,19883
332116,TETRACHLOROETHYLENE,YES,NO,YES,Pounds,6900,7500,0,7500
325998,CERTAIN GLYCOL ETHERS,YES,NO,NO,Pounds,0,5,0,5
325998,METHANOL,YES,NO,NO,Pounds,5,10,0,10
